epoch,full test acc,full test f1,seen test acc,seen test f1,step,train loss,unseen test acc,unseen test f1,val acc,val f1,val loss,val loss sum,val_ref
0,,,,,2,,,,0.5199999809265137,0.6571428775787354,0.6853072643280029,137.0614471435547,0.6571428775787354
0,,,,,2,0.6976380348205566,,,,,,,
1,,,,,5,,,,0.6000000238418579,0.5348837375640869,0.678953230381012,135.7906494140625,0.5348837375640869
1,,,,,5,0.716583251953125,,,,,,,
2,,,,,8,,,,0.5649999976158142,0.25641027092933655,0.6782827973365784,135.65655517578125,0.25641027092933655
2,,,,,8,0.6812086701393127,,,,,,,
3,,,,,11,,,,0.550000011920929,0.1964285671710968,0.6748002767562866,134.96005249023438,0.1964285671710968
3,,,,,11,0.6789917945861816,,,,,,,
4,,,,,14,,,,0.6050000190734863,0.36800000071525574,0.6676044464111328,133.52088928222656,0.36800000071525574
4,,,,,14,0.6686498522758484,,,,,,,
5,,,,,17,,,,0.7200000286102295,0.6781609058380127,0.6595925688743591,131.91851806640625,0.6781609058380127
5,,,,,17,0.6516655087471008,,,,,,,
6,,,,,20,,,,0.6899999976158142,0.6804123520851135,0.6557091474533081,131.14183044433594,0.6804123520851135
6,,,,,20,0.6462568640708923,,,,,,,
7,,,,,23,,,,0.6949999928474426,0.6806282997131348,0.6524344086647034,130.48687744140625,0.6806282997131348
7,,,,,23,0.6270206570625305,,,,,,,
8,,,,,26,,,,0.7300000190734863,0.7032967209815979,0.6495361328125,129.9072265625,0.7032967209815979
8,,,,,26,0.6333179473876953,,,,,,,
9,,,,,29,,,,0.7350000143051147,0.700564980506897,0.6471554636955261,129.43109130859375,0.700564980506897
9,,,,,29,0.6421453356742859,,,,,,,
10,,,,,32,,,,0.7149999737739563,0.6666666865348816,0.6453092098236084,129.0618438720703,0.6666666865348816
10,,,,,32,0.6268821358680725,,,,,,,
11,,,,,35,,,,0.7300000190734863,0.6896551847457886,0.6432328820228577,128.64657592773438,0.6896551847457886
11,,,,,35,0.6093788743019104,,,,,,,
12,,,,,38,,,,0.7549999952316284,0.7292817831039429,0.6413267254829407,128.26536560058594,0.7292817831039429
12,,,,,38,0.6240227818489075,,,,,,,
13,,,,,41,,,,0.7549999952316284,0.7292817831039429,0.6397556066513062,127.95112609863281,0.7292817831039429
13,,,,,41,0.6048398017883301,,,,,,,
14,,,,,44,,,,0.7749999761581421,0.761904776096344,0.6384698748588562,127.69397735595703,0.761904776096344
14,,,,,44,0.6220009326934814,,,,,,,
15,,,,,47,,,,0.7799999713897705,0.7684210538864136,0.6375218033790588,127.50436401367188,0.7684210538864136
15,,,,,47,0.6068811416625977,,,,,,,
16,,,,,50,,,,0.7799999713897705,0.7684210538864136,0.6368154287338257,127.36308288574219,0.7684210538864136
16,,,,,50,0.6085410714149475,,,,,,,
17,,,,,53,,,,0.7699999809265137,0.75,0.6364365816116333,127.28731536865234,0.75
17,,,,,53,0.6033134460449219,,,,,,,
18,,,,,56,,,,0.7599999904632568,0.7333333492279053,0.6362411379814148,127.24822998046875,0.7333333492279053
18,,,,,56,0.6076736450195312,,,,,,,
19,,,,,59,,,,0.7599999904632568,0.7333333492279053,0.6361309289932251,127.22618865966797,0.7333333492279053
19,,,,,59,0.5900721549987793,,,,,,,
20,0.7325000166893005,0.7206266522407532,0.7325000166893005,0.7206266522407532,60,,0.7325000166893005,0.7206266522407532,,,,,
