epoch,full test acc,full test f1,seen test acc,seen test f1,step,train loss,unseen test acc,unseen test f1,val acc,val f1,val loss,val loss sum,val_ref
0,,,,,2,,,,0.550000011920929,0.45121949911117554,0.6908324360847473,138.16648864746094,0.45121949911117554
0,,,,,2,0.7267467975616455,,,,,,,
1,,,,,5,,,,0.5899999737739563,0.5232558250427246,0.6797303557395935,135.94607543945312,0.5232558250427246
1,,,,,5,0.7011172771453857,,,,,,,
2,,,,,8,,,,0.6100000143051147,0.6176470518112183,0.6661124229431152,133.2224884033203,0.6176470518112183
2,,,,,8,0.6838417053222656,,,,,,,
3,,,,,11,,,,0.6499999761581421,0.6601941585540771,0.653493344783783,130.69866943359375,0.6601941585540771
3,,,,,11,0.6506068110466003,,,,,,,
4,,,,,14,,,,0.7049999833106995,0.7354260087013245,0.6445366144180298,128.90731811523438,0.7354260087013245
4,,,,,14,0.6174108386039734,,,,,,,
5,,,,,17,,,,0.7400000095367432,0.7400000095367432,0.6344011425971985,126.88023376464844,0.7400000095367432
5,,,,,17,0.5952658653259277,,,,,,,
6,,,,,20,,,,0.7450000047683716,0.7272727489471436,0.6276493072509766,125.52986907958984,0.7272727489471436
6,,,,,20,0.5548591613769531,,,,,,,
7,,,,,23,,,,0.7599999904632568,0.7303370833396912,0.6219486594200134,124.38973999023438,0.7303370833396912
7,,,,,23,0.5684437155723572,,,,,,,
8,,,,,26,,,,0.7749999761581421,0.759358286857605,0.6158683896064758,123.1736831665039,0.759358286857605
8,,,,,26,0.5671029686927795,,,,,,,
9,,,,,29,,,,0.7599999904632568,0.7623762488365173,0.6107181310653687,122.14362335205078,0.7623762488365173
9,,,,,29,0.5557253360748291,,,,,,,
10,,,,,32,,,,0.7250000238418579,0.7488584518432617,0.6087215542793274,121.74431610107422,0.7488584518432617
10,,,,,32,0.5476937890052795,,,,,,,
11,,,,,35,,,,0.75,0.761904776096344,0.6042391657829285,120.84783935546875,0.761904776096344
11,,,,,35,0.5429373383522034,,,,,,,
12,,,,,38,,,,0.7850000262260437,0.7860696315765381,0.6006496548652649,120.12993621826172,0.7860696315765381
12,,,,,38,0.5484815239906311,,,,,,,
13,,,,,41,,,,0.7850000262260437,0.7839195728302002,0.5981687307357788,119.63374328613281,0.7839195728302002
13,,,,,41,0.534744143486023,,,,,,,
14,,,,,44,,,,0.7850000262260437,0.7794871926307678,0.5961557626724243,119.23115539550781,0.7794871926307678
14,,,,,44,0.5144815444946289,,,,,,,
15,,,,,47,,,,0.7850000262260437,0.7772020697593689,0.594600260257721,118.92005920410156,0.7772020697593689
15,,,,,47,0.5204941630363464,,,,,,,
16,,,,,50,,,,0.7900000214576721,0.7900000214576721,0.5933416485786438,118.66832733154297,0.7900000214576721
16,,,,,50,0.5136825442314148,,,,,,,
17,,,,,53,,,,0.7950000166893005,0.7939698696136475,0.5925197601318359,118.50395202636719,0.7939698696136475
17,,,,,53,0.5243150591850281,,,,,,,
18,,,,,56,,,,0.7950000166893005,0.7939698696136475,0.5920407176017761,118.40814971923828,0.7939698696136475
18,,,,,56,0.49983271956443787,,,,,,,
19,,,,,59,,,,0.7950000166893005,0.7939698696136475,0.5918405055999756,118.36810302734375,0.7939698696136475
19,,,,,59,0.5034220814704895,,,,,,,
20,0.7574999928474426,0.7480519413948059,0.7574999928474426,0.7480519413948059,60,,0.7574999928474426,0.7480519413948059,,,,,
